epoch,taille model,loss box,loss obj,cls,loss ,labels ? ,img-size,P (précision ?),R,mAP50,mAP50-95,?,?
225/299,17.5G,0.02956,0.007938,0,0.0375,204,640,0.9247,0.9269,0.955,0.6237,0.05793,0.019,0
226/299,17.5G,0.02787,0.008067,0,0.03594,173,640,0.924,0.9174,0.9523,0.623,0.0584,0.01905,0
227/299,17.5G,0.02897,0.008632,0,0.03761,207,640,0.9267,0.9244,0.9535,0.6301,0.0582,0.01904,0
228/299,17.5G,0.02796,0.007955,0,0.03591,185,640,0.9328,0.9175,0.948,0.6272,0.05807,0.01932,0
229/299,17.5G,0.02838,0.008036,0,0.03642,170,640,0.9301,0.9103,0.9485,0.6295,0.05743,0.01972,0
230/299,17.5G,0.02775,0.008209,0,0.03596,138,640,0.9324,0.9127,0.9504,0.6315,0.05777,0.01947,0
231/299,17.5G,0.02854,0.007893,0,0.03644,177,640,0.9369,0.9103,0.9532,0.6268,0.05783,0.01926,0
232/299,17.5G,0.02965,0.007921,0,0.03757,183,640,0.9372,0.9151,0.9516,0.6285,0.05758,0.01927,0
233/299,17.5G,0.02868,0.008173,0,0.03686,178,640,0.9435,0.908,0.9505,0.6257,0.05775,0.01932,0
234/299,17.5G,0.02844,0.008216,0,0.03666,197,640,0.9431,0.8984,0.9537,0.6271,0.05785,0.01919,0
235/299,17.5G,0.02919,0.008138,0,0.03733,169,640,0.9262,0.9174,0.954,0.6298,0.05787,0.01919,0
236/299,17.5G,0.02697,0.008177,0,0.03515,180,640,0.9243,0.9219,0.9569,0.6324,0.05743,0.01914,0
237/299,17.5G,0.02851,0.008391,0,0.0369,230,640,0.9346,0.9102,0.956,0.6347,0.05731,0.01914,0
238/299,17.5G,0.02789,0.007771,0,0.03566,204,640,0.9299,0.908,0.954,0.6337,0.05719,0.01939,0
239/299,17.5G,0.02768,0.008009,0,0.03569,210,640,0.9325,0.9127,0.9552,0.6378,0.05722,0.01967,0
240/299,17.5G,0.02783,0.007955,0,0.03579,159,640,0.9392,0.9127,0.9577,0.633,0.0569,0.01975,0
241/299,17.5G,0.02668,0.007841,0,0.03452,201,640,0.9391,0.9104,0.958,0.6339,0.05752,0.01931,0
242/299,17.5G,0.03031,0.008089,0,0.0384,182,640,0.9323,0.9198,0.9548,0.6341,0.05747,0.01939,0
243/299,17.5G,0.02687,0.007729,0,0.0346,193,640,0.9302,0.9127,0.9545,0.6364,0.05758,0.01946,0
244/299,17.5G,0.02788,0.008032,0,0.03591,217,640,0.9343,0.9056,0.9536,0.6365,0.0576,0.01957,0
245/299,17.5G,0.02815,0.008041,0,0.03619,183,640,0.9306,0.9173,0.9511,0.6273,0.05784,0.01947,0
246/299,17.5G,0.02851,0.008231,0,0.03674,191,640,0.9362,0.9009,0.9509,0.6297,0.05797,0.01963,0
247/299,17.5G,0.02749,0.007858,0,0.03535,178,640,0.9277,0.908,0.9528,0.6308,0.05775,0.01966,0
248/299,17.5G,0.02815,0.007935,0,0.03609,205,640,0.9178,0.9221,0.9556,0.6344,0.0577,0.01921,0
249/299,17.5G,0.02618,0.008181,0,0.03436,215,640,0.9173,0.9175,0.9557,0.6375,0.05764,0.01917,0
250/299,17.5G,0.02776,0.008137,0,0.0359,222,640,0.9137,0.9244,0.9544,0.6368,0.05743,0.01937,0
251/299,17.5G,0.02759,0.008128,0,0.03572,194,640,0.9159,0.9243,0.9517,0.6312,0.05733,0.01945,0
252/299,17.5G,0.02859,0.007945,0,0.03654,163,640,0.9234,0.9104,0.9523,0.631,0.05691,0.01958,0
253/299,17.5G,0.02827,0.008164,0,0.03644,205,640,0.9222,0.9221,0.9537,0.6305,0.05712,0.01979,0
254/299,17.5G,0.02717,0.008001,0,0.03517,194,640,0.9306,0.9175,0.9523,0.6336,0.05679,0.01964,0
255/299,17.5G,0.02701,0.008019,0,0.03502,189,640,0.9412,0.9104,0.9545,0.6326,0.05682,0.01992,0
256/299,17.5G,0.02736,0.007758,0,0.03512,213,640,0.9481,0.9057,0.9519,0.6301,0.05712,0.01978,0
257/299,17.5G,0.02854,0.007991,0,0.03653,193,640,0.9348,0.9151,0.9516,0.6332,0.05728,0.01943,0
258/299,17.5G,0.02816,0.008376,0,0.03654,211,640,0.939,0.908,0.9537,0.6352,0.05738,0.01932,0
259/299,17.5G,0.02653,0.007813,0,0.03435,136,640,0.9238,0.9151,0.9552,0.6315,0.05767,0.01925,0
260/299,17.5G,0.02758,0.007954,0,0.03554,168,640,0.9137,0.9245,0.9562,0.6337,0.05759,0.01943,0
261/299,17.5G,0.02631,0.007664,0,0.03397,223,640,0.9282,0.915,0.9511,0.6298,0.05727,0.01935,0
262/299,17.5G,0.02744,0.008037,0,0.03547,234,640,0.9304,0.9151,0.9523,0.6312,0.05741,0.01932,0
263/299,17.5G,0.0269,0.008282,0,0.03518,227,640,0.9367,0.908,0.952,0.6284,0.05725,0.01955,0
264/299,17.5G,0.02762,0.007662,0,0.03528,193,640,0.9369,0.9104,0.9532,0.6288,0.05711,0.01975,0
265/299,17.5G,0.02791,0.007672,0,0.03558,204,640,0.9348,0.9127,0.9548,0.6304,0.05699,0.01987,0
266/299,17.5G,0.02666,0.00829,0,0.03495,206,640,0.9284,0.9175,0.9536,0.6289,0.05706,0.01985,0
267/299,17.5G,0.02738,0.00816,0,0.03554,157,640,0.9416,0.9127,0.9533,0.6355,0.05714,0.01966,0
268/299,17.5G,0.02667,0.007942,0,0.03461,203,640,0.9182,0.9266,0.9523,0.6326,0.05709,0.01958,0
269/299,17.5G,0.02767,0.007726,0,0.03539,212,640,0.9521,0.8939,0.9527,0.6328,0.05669,0.01976,0
270/299,17.5G,0.02737,0.007934,0,0.0353,157,640,0.9497,0.8939,0.9511,0.6351,0.05672,0.01981,0
271/299,17.5G,0.02674,0.008006,0,0.03475,222,640,0.9324,0.9127,0.9501,0.6365,0.05692,0.01982,0
272/299,17.5G,0.02833,0.007964,0,0.03629,233,640,0.922,0.9198,0.9492,0.6381,0.05669,0.01983,0
273/299,17.5G,0.02598,0.008311,0,0.03429,222,640,0.9238,0.9151,0.9487,0.6335,0.05664,0.01984,0
274/299,17.5G,0.02573,0.007894,0,0.03362,176,640,0.9192,0.9127,0.9495,0.6344,0.05706,0.01964,0
275/299,17.5G,0.02805,0.007771,0,0.03582,160,640,0.9412,0.9055,0.9531,0.6351,0.05691,0.01967,0
276/299,17.5G,0.02717,0.007747,0,0.03492,205,640,0.9281,0.9127,0.9552,0.6385,0.05651,0.01969,0
277/299,17.5G,0.02717,0.007712,0,0.03488,182,640,0.9389,0.9055,0.9545,0.6349,0.05663,0.01989,0
278/299,17.5G,0.02669,0.007847,0,0.03453,211,640,0.9411,0.9057,0.9515,0.6317,0.05713,0.01971,0
279/299,17.5G,0.02673,0.008173,0,0.03491,199,640,0.9303,0.9127,0.9504,0.6313,0.05737,0.01934,0
280/299,17.5G,0.02737,0.008219,0,0.03559,175,640,0.9301,0.9104,0.949,0.634,0.0572,0.01933,0
281/299,17.5G,0.02811,0.007462,0,0.03558,224,640,0.92,0.9219,0.951,0.6387,0.0572,0.0195,0
282/299,17.5G,0.02631,0.007795,0,0.0341,174,640,0.9286,0.9197,0.9508,0.6339,0.05735,0.01945,0
283/299,17.5G,0.02629,0.008325,0,0.03461,233,640,0.9219,0.9198,0.9498,0.6315,0.05717,0.01953,0
284/299,17.5G,0.02783,0.007985,0,0.03582,173,640,0.9158,0.9245,0.9487,0.6307,0.05687,0.01971,0
285/299,17.5G,0.02696,0.00788,0,0.03484,226,640,0.9128,0.9151,0.9513,0.6322,0.05688,0.01969,0
286/299,17.5G,0.0274,0.007989,0,0.03539,220,640,0.9475,0.8938,0.9505,0.6318,0.05695,0.01928,0
287/299,17.5G,0.02779,0.008407,0,0.0362,223,640,0.9346,0.9102,0.9518,0.6291,0.05668,0.01933,0
288/299,17.5G,0.02581,0.007969,0,0.03378,209,640,0.9302,0.9127,0.9504,0.629,0.05667,0.01948,0
289/299,17.5G,0.02579,0.008082,0,0.03387,162,640,0.9215,0.9151,0.9488,0.6339,0.05676,0.01954,0
290/299,17.5G,0.02654,0.007741,0,0.03429,152,640,0.9277,0.908,0.9489,0.634,0.05686,0.01952,0
291/299,17.5G,0.02649,0.00727,0,0.03376,191,640,0.9386,0.9009,0.9501,0.6362,0.05668,0.0199,0
292/299,17.5G,0.02701,0.00779,0,0.0348,154,640,0.936,0.8961,0.9526,0.636,0.05664,0.01986,0
293/299,17.5G,0.02724,0.008139,0,0.03538,195,640,0.9327,0.9149,0.9529,0.6332,0.05694,0.01969,0
294/299,17.5G,0.0274,0.008143,0,0.03554,242,640,0.9178,0.922,0.9518,0.6315,0.05693,0.01957,0
295/299,17.5G,0.02655,0.007897,0,0.03444,213,640,0.9243,0.9221,0.9505,0.628,0.05665,0.0197,0
296/299,17.5G,0.02756,0.007653,0,0.03521,179,640,0.9326,0.9151,0.9515,0.6289,0.05674,0.01987,0
297/299,17.5G,0.02613,0.007332,0,0.03347,160,640,0.9303,0.9151,0.9536,0.6376,0.05701,0.0196,0
298/299,17.5G,0.02631,0.007512,0,0.03382,171,640,0.9195,0.9175,0.9523,0.6294,0.05697,0.01984,0
299/299,17.5G,0.02696,0.007828,0,0.03479,183,640,0.9346,0.9104,0.9552,0.6334,0.0568,0.01992,0
