epoch,taille model,loss box,loss obj,cls,loss ,labels ? ,img-size,P (précision ?),R,mAP50,mAP50-95,?,?
22/299,17.2G,0.05789,0.01496,0,0.07286,204,640,0.5458,0.3491,0.3856,0.1007,0.07903,0.02461,0
23/299,17.2G,0.05777,0.01457,0,0.07234,190,640,0.3856,0.4057,0.3873,0.1019,0.07798,0.02392,0
24/299,17.2G,0.05873,0.01444,0,0.07317,228,640,0.08854,0.217,0.04266,0.008273,0.09737,0.02002,0
25/299,17.2G,0.05617,0.01314,0,0.06931,176,640,0.4416,0.3585,0.3268,0.113,0.08599,0.02139,0
26/299,17.2G,0.05673,0.01382,0,0.07055,223,640,0.4779,0.3703,0.3725,0.09227,0.08419,0.02077,0
27/299,17.2G,0.05762,0.01312,0,0.07074,175,640,0.3682,0.5448,0.4419,0.1678,0.08138,0.02165,0
28/299,17.2G,0.05684,0.01312,0,0.06996,227,640,0.4183,0.5212,0.4746,0.1791,0.08101,0.02185,0
29/299,17.2G,0.0564,0.01391,0,0.07032,229,640,0.6126,0.4663,0.4853,0.1646,0.08771,0.02024,0
30/299,17.2G,0.05454,0.01325,0,0.06779,197,640,0.5945,0.4737,0.523,0.1798,0.08292,0.02017,0
31/299,17.2G,0.05628,0.0133,0,0.06958,176,640,0.2597,0.2571,0.1345,0.04233,0.09425,0.01942,0
32/299,17.2G,0.05514,0.01256,0,0.06771,201,640,0.0163,0.2665,0.006908,0.001062,0.1207,0.02485,0
33/299,17.2G,0.0578,0.0128,0,0.0706,229,640,0.06414,0.1274,0.02062,0.00378,0.1064,0.0213,0
34/299,17.2G,0.05477,0.0122,0,0.06697,153,640,0.4991,0.5071,0.4925,0.1853,0.07884,0.0236,0
35/299,17.2G,0.05581,0.01194,0,0.06775,228,640,0.725,0.4552,0.5601,0.159,0.08562,0.02026,0
36/299,17.2G,0.05921,0.01322,0,0.07242,214,640,0.2987,0.5293,0.2555,0.06801,0.0834,0.02317,0
37/299,17.2G,0.05664,0.01263,0,0.06927,158,640,0.05494,0.4269,0.03491,0.00645,0.1131,0.1841,0
38/299,17.2G,0.05522,0.01268,0,0.0679,173,640,0.6815,0.3208,0.4376,0.1343,0.08479,0.021,0
39/299,17.2G,0.05573,0.0127,0,0.06843,205,640,0.5033,0.5212,0.5226,0.1942,0.08774,0.01961,0
40/299,17.2G,0.05636,0.01225,0,0.06861,169,640,0.3302,0.5,0.3018,0.07466,0.08473,0.02189,0
41/299,17.2G,0.05583,0.01192,0,0.06775,178,640,0.608,0.3868,0.4289,0.1285,0.08014,0.02339,0
42/299,17.2G,0.05542,0.01281,0,0.06823,264,640,0.107,0.4646,0.08658,0.02382,0.08565,0.03388,0
43/299,17.2G,0.05377,0.01307,0,0.06684,166,640,0.5257,0.467,0.4924,0.2078,0.0779,0.02142,0
44/299,17.2G,0.05338,0.01209,0,0.06547,182,640,0.5745,0.5519,0.5938,0.24,0.08143,0.02021,0
45/299,17.2G,0.05109,0.01191,0,0.063,208,640,0.5689,0.5991,0.631,0.2761,0.07991,0.02093,0
46/299,17.2G,0.05214,0.01247,0,0.0646,228,640,0.579,0.6651,0.6357,0.2604,0.0805,0.01982,0
47/299,17.2G,0.05428,0.01139,0,0.06567,163,640,0.6558,0.6226,0.65,0.2962,0.07848,0.02039,0
48/299,17.2G,0.05333,0.01138,0,0.06471,170,640,0.6943,0.5143,0.6361,0.2854,0.079,0.02224,0
49/299,17.2G,0.0529,0.01211,0,0.06501,170,640,0.7128,0.6274,0.6858,0.3018,0.07893,0.01955,0
50/299,17.2G,0.04951,0.0111,0,0.06061,178,640,0.7884,0.5798,0.674,0.2893,0.07083,0.02144,0
51/299,17.2G,0.05037,0.01195,0,0.06232,217,640,0.6723,0.5142,0.5669,0.2225,0.07258,0.02228,0
52/299,17.2G,0.0537,0.01179,0,0.06549,196,640,0.7365,0.5009,0.5989,0.2229,0.07112,0.02325,0
53/299,17.2G,0.05146,0.01219,0,0.06364,200,640,0.724,0.5849,0.6824,0.2977,0.07262,0.02184,0
54/299,17.2G,0.0506,0.01113,0,0.06173,199,640,0.7737,0.5778,0.6453,0.2749,0.07515,0.02091,0
55/299,17.2G,0.04941,0.01147,0,0.06089,160,640,0.651,0.5,0.5427,0.211,0.07861,0.02079,0
56/299,17.2G,0.04955,0.01157,0,0.06112,181,640,0.7853,0.6321,0.7212,0.3175,0.07533,0.02004,0
57/299,17.2G,0.04835,0.01177,0,0.06012,210,640,0.8462,0.6887,0.7983,0.4078,0.07413,0.01951,0
58/299,17.2G,0.04761,0.01158,0,0.05918,196,640,0.8273,0.7004,0.81,0.4097,0.07248,0.02009,0
59/299,17.2G,0.04573,0.01113,0,0.05686,227,640,0.7854,0.7165,0.7919,0.4021,0.07124,0.02062,0
60/299,17.2G,0.04503,0.01106,0,0.05609,186,640,0.8511,0.7429,0.8243,0.418,0.07409,0.01895,0
61/299,17.2G,0.04436,0.01105,0,0.0554,168,640,0.8433,0.7406,0.8254,0.4468,0.07441,0.02025,0
62/299,17.2G,0.0486,0.01122,0,0.05982,233,640,0.8164,0.717,0.8165,0.4592,0.07392,0.01915,0
63/299,17.2G,0.04608,0.01045,0,0.05653,193,640,0.8461,0.7406,0.8352,0.4543,0.07534,0.0183,0
64/299,17.2G,0.04529,0.01122,0,0.05651,239,640,0.8388,0.75,0.8326,0.461,0.07444,0.01856,0
65/299,17.2G,0.04539,0.0109,0,0.05628,236,640,0.7995,0.75,0.8343,0.4507,0.0737,0.0185,0
66/299,17.2G,0.04587,0.01118,0,0.05705,247,640,0.7371,0.7142,0.7545,0.355,0.07441,0.01998,0
67/299,17.2G,0.04375,0.01088,0,0.05463,233,640,0.8561,0.7594,0.8311,0.4264,0.07232,0.01857,0
68/299,17.2G,0.04299,0.01092,0,0.05391,209,640,0.7675,0.7631,0.8318,0.4318,0.07266,0.01904,0
69/299,17.2G,0.04395,0.01048,0,0.05443,188,640,0.8306,0.7311,0.828,0.4436,0.07193,0.01866,0
70/299,17.2G,0.04433,0.01096,0,0.05529,197,640,0.8481,0.8042,0.8539,0.4688,0.06968,0.01883,0
71/299,17.2G,0.0423,0.01107,0,0.05337,185,640,0.8553,0.7947,0.8543,0.482,0.06874,0.0189,0
72/299,17.2G,0.042,0.01038,0,0.05238,180,640,0.8188,0.7781,0.8403,0.4679,0.06879,0.01888,0
73/299,17.2G,0.04378,0.01064,0,0.05441,201,640,0.8426,0.8204,0.8741,0.4864,0.07097,0.01803,0
74/299,17.2G,0.04023,0.01067,0,0.0509,213,640,0.8421,0.7168,0.826,0.4618,0.07069,0.01927,0
75/299,17.2G,0.0406,0.01025,0,0.05085,171,640,0.8381,0.7948,0.857,0.4708,0.06677,0.01916,0
76/299,17.2G,0.04312,0.0105,0,0.05362,196,640,0.8734,0.7524,0.859,0.483,0.06876,0.01875,0
77/299,17.2G,0.04448,0.01031,0,0.05479,170,640,0.8267,0.844,0.8789,0.4707,0.06791,0.01863,0
78/299,17.2G,0.04315,0.009852,0,0.053,187,640,0.7879,0.842,0.8683,0.4812,0.06913,0.01922,0
79/299,17.2G,0.04155,0.009992,0,0.05154,212,640,0.8762,0.8373,0.8946,0.4875,0.06968,0.01786,0
80/299,17.2G,0.04061,0.01038,0,0.05099,204,640,0.8637,0.8821,0.9001,0.5141,0.06697,0.01877,0
81/299,17.2G,0.04087,0.009969,0,0.05084,200,640,0.8588,0.8184,0.8923,0.5095,0.06605,0.02071,0
82/299,17.2G,0.04186,0.01056,0,0.05242,208,640,0.9005,0.8325,0.9078,0.5324,0.06573,0.01913,0
83/299,17.2G,0.03989,0.0102,0,0.05009,238,640,0.8935,0.8325,0.8979,0.5198,0.06576,0.01886,0
84/299,17.2G,0.04109,0.01024,0,0.05133,185,640,0.9033,0.8373,0.9069,0.51,0.06616,0.0187,0
85/299,17.2G,0.04022,0.009653,0,0.04987,157,640,0.8682,0.8443,0.9049,0.5176,0.06273,0.01951,0
86/299,17.2G,0.0408,0.01002,0,0.05082,183,640,0.9022,0.8066,0.905,0.5202,0.06208,0.01974,0
87/299,17.2G,0.03959,0.01014,0,0.04973,224,640,0.8684,0.8608,0.9021,0.5235,0.06504,0.01895,0
88/299,17.2G,0.03906,0.01006,0,0.04912,166,640,0.897,0.8628,0.9105,0.533,0.06677,0.0186,0
89/299,17.2G,0.04077,0.01028,0,0.05105,228,640,0.858,0.8696,0.9088,0.5204,0.06759,0.0195,0
90/299,17.2G,0.03907,0.009949,0,0.04902,177,640,0.8533,0.8632,0.9059,0.5189,0.06706,0.01796,0
91/299,17.2G,0.0389,0.009711,0,0.04862,188,640,0.867,0.8606,0.9115,0.5317,0.06734,0.01756,0
92/299,17.2G,0.03955,0.009883,0,0.04943,194,640,0.891,0.8679,0.9197,0.535,0.06574,0.01791,0
93/299,17.2G,0.03829,0.01015,0,0.04844,217,640,0.917,0.8601,0.9273,0.5413,0.06372,0.01816,0
94/299,17.2G,0.03851,0.009712,0,0.04822,192,640,0.8894,0.8912,0.9331,0.5479,0.06341,0.01841,0
95/299,17.2G,0.03866,0.01017,0,0.04883,211,640,0.9109,0.8703,0.9247,0.5585,0.06401,0.01794,0
96/299,17.2G,0.03605,0.009525,0,0.04557,173,640,0.9121,0.8396,0.9203,0.5521,0.06558,0.01799,0
97/299,17.2G,0.03662,0.009391,0,0.04601,155,640,0.8759,0.8821,0.918,0.5366,0.06569,0.0184,0
98/299,17.2G,0.03731,0.01005,0,0.04737,169,640,0.9005,0.8537,0.9178,0.5465,0.06387,0.01852,0
99/299,17.2G,0.03817,0.009462,0,0.04763,206,640,0.9151,0.8396,0.9248,0.5418,0.06377,0.01824,0
100/299,17.2G,0.03608,0.009626,0,0.0457,222,640,0.9002,0.8726,0.9234,0.5383,0.06305,0.01878,0
101/299,17.2G,0.03654,0.009383,0,0.04593,195,640,0.894,0.8949,0.9306,0.5512,0.06247,0.01821,0
102/299,17.2G,0.03534,0.009898,0,0.04524,164,640,0.9084,0.889,0.9268,0.5499,0.06269,0.01827,0
103/299,17.2G,0.03619,0.01017,0,0.04636,210,640,0.9298,0.8746,0.9276,0.5603,0.06201,0.01908,0
104/299,17.2G,0.03672,0.009645,0,0.04636,158,640,0.9045,0.8939,0.9312,0.5623,0.0625,0.018,0
105/299,17.2G,0.03547,0.009699,0,0.04517,235,640,0.8909,0.908,0.9278,0.5622,0.06054,0.01842,0
106/299,17.2G,0.03591,0.00962,0,0.04553,173,640,0.8941,0.8961,0.936,0.5665,0.06066,0.01878,0
107/299,17.2G,0.03659,0.009329,0,0.04592,176,640,0.9264,0.8607,0.935,0.5652,0.06239,0.0184,0
108/299,17.2G,0.03646,0.0097,0,0.04616,204,640,0.9252,0.8774,0.9358,0.5883,0.06307,0.01796,0
109/299,17.2G,0.03595,0.009404,0,0.04535,181,640,0.9046,0.8725,0.9362,0.5856,0.06405,0.01823,0
110/299,17.2G,0.034,0.009728,0,0.04373,191,640,0.9007,0.8984,0.9325,0.5958,0.06336,0.01834,0
111/299,17.2G,0.03469,0.009483,0,0.04417,219,640,0.9093,0.8985,0.942,0.5697,0.0623,0.01833,0
112/299,17.2G,0.03612,0.009537,0,0.04566,155,640,0.8835,0.9127,0.9368,0.5891,0.0613,0.01831,0
113/299,17.2G,0.03601,0.009478,0,0.04549,189,640,0.9321,0.842,0.9258,0.5758,0.06251,0.01791,0
114/299,17.2G,0.03564,0.009691,0,0.04533,189,640,0.9271,0.875,0.946,0.597,0.06155,0.01841,0
115/299,17.2G,0.03606,0.008973,0,0.04503,197,640,0.9149,0.8915,0.9432,0.5998,0.06107,0.01825,0
116/299,17.2G,0.03497,0.009684,0,0.04465,186,640,0.914,0.8821,0.9436,0.6023,0.06151,0.01859,0
117/299,17.2G,0.03447,0.009725,0,0.0442,224,640,0.9126,0.8867,0.9427,0.5953,0.06167,0.01847,0
118/299,17.2G,0.03393,0.009238,0,0.04317,218,640,0.9398,0.8844,0.9421,0.5854,0.06174,0.01839,0
119/299,17.2G,0.03453,0.009509,0,0.04404,155,640,0.9197,0.8915,0.9425,0.6002,0.06123,0.0182,0
120/299,17.2G,0.03495,0.009726,0,0.04468,222,640,0.925,0.8724,0.9387,0.5901,0.06219,0.01783,0
121/299,17.2G,0.03451,0.009191,0,0.0437,206,640,0.8993,0.9056,0.9425,0.5766,0.0622,0.01804,0
122/299,17.2G,0.03401,0.009676,0,0.04369,188,640,0.8904,0.9007,0.9415,0.5824,0.06263,0.01773,0
123/299,17.2G,0.03425,0.00914,0,0.04339,180,640,0.9246,0.8961,0.9469,0.5931,0.06199,0.0183,0
124/299,17.2G,0.03443,0.009104,0,0.04353,172,640,0.9242,0.8915,0.9442,0.5902,0.06273,0.01835,0
125/299,17.2G,0.03515,0.00958,0,0.04473,205,640,0.9335,0.8608,0.9375,0.5806,0.06131,0.01836,0
126/299,17.2G,0.03374,0.008963,0,0.0427,184,640,0.9146,0.8843,0.939,0.5788,0.06161,0.01799,0
127/299,17.2G,0.03544,0.009337,0,0.04478,180,640,0.9094,0.9009,0.9414,0.5976,0.06126,0.0184,0
128/299,17.2G,0.0332,0.009345,0,0.04254,190,640,0.9097,0.9032,0.9439,0.6091,0.06124,0.01876,0
129/299,17.2G,0.03419,0.009101,0,0.04329,164,640,0.9409,0.8656,0.9427,0.6035,0.06182,0.0191,0
130/299,17.2G,0.03498,0.009294,0,0.04427,202,640,0.9397,0.882,0.9472,0.5953,0.06049,0.01845,0
131/299,17.2G,0.03387,0.009005,0,0.04288,171,640,0.9071,0.8986,0.9469,0.6007,0.06003,0.01835,0
132/299,17.2G,0.03438,0.009226,0,0.0436,186,640,0.9256,0.8796,0.9416,0.602,0.06093,0.01793,0
133/299,17.2G,0.03152,0.008847,0,0.04037,210,640,0.9069,0.8986,0.9412,0.5884,0.06091,0.01824,0
134/299,17.2G,0.03442,0.009058,0,0.04347,201,640,0.9093,0.9269,0.9496,0.5942,0.06063,0.01865,0
135/299,17.2G,0.035,0.009327,0,0.04433,188,640,0.9243,0.8939,0.9474,0.5945,0.05972,0.01869,0
136/299,17.2G,0.03355,0.009301,0,0.04285,196,640,0.9231,0.9055,0.9515,0.6021,0.05971,0.01855,0
137/299,17.2G,0.03251,0.009375,0,0.04188,200,640,0.8829,0.9242,0.9501,0.6041,0.06037,0.01833,0
138/299,17.2G,0.03379,0.009338,0,0.04313,174,640,0.9407,0.8632,0.9498,0.6096,0.06041,0.01856,0
139/299,17.2G,0.03475,0.008784,0,0.04354,180,640,0.9488,0.8749,0.9505,0.6008,0.0609,0.01839,0
140/299,17.2G,0.03433,0.009513,0,0.04384,211,640,0.8886,0.9222,0.9492,0.5996,0.06106,0.01832,0
141/299,17.2G,0.03402,0.00926,0,0.04328,175,640,0.9197,0.8915,0.9483,0.608,0.06185,0.01769,0
142/299,17.2G,0.03216,0.009248,0,0.04141,200,640,0.913,0.8915,0.9488,0.6035,0.06125,0.01789,0
143/299,17.2G,0.03275,0.009165,0,0.04192,178,640,0.9234,0.8817,0.9491,0.6072,0.06072,0.01797,0
144/299,17.2G,0.03327,0.009277,0,0.04254,184,640,0.8992,0.9057,0.9513,0.6082,0.06002,0.01847,0
145/299,17.2G,0.03277,0.008405,0,0.04118,176,640,0.906,0.9104,0.9478,0.6023,0.06024,0.01849,0
146/299,17.2G,0.03277,0.009292,0,0.04207,231,640,0.9548,0.8467,0.9505,0.6087,0.06039,0.01843,0
147/299,17.2G,0.03445,0.008691,0,0.04314,199,640,0.9359,0.8679,0.9483,0.605,0.06051,0.01836,0
148/299,17.2G,0.03146,0.009487,0,0.04094,215,640,0.9447,0.8491,0.9506,0.6041,0.06084,0.01778,0
149/299,17.2G,0.03375,0.009445,0,0.04319,210,640,0.9346,0.8797,0.9548,0.6121,0.06028,0.01822,0
150/299,17.2G,0.03286,0.009676,0,0.04253,205,640,0.9541,0.8818,0.9552,0.6051,0.06018,0.01864,0
151/299,17.2G,0.03335,0.009004,0,0.04236,179,640,0.9018,0.9102,0.9534,0.6031,0.05965,0.01873,0
152/299,17.2G,0.03307,0.008915,0,0.04198,205,640,0.9229,0.9057,0.9562,0.6096,0.05995,0.01847,0
153/299,17.2G,0.03161,0.009235,0,0.04084,212,640,0.9268,0.9033,0.9521,0.6162,0.06005,0.01846,0
154/299,17.2G,0.03198,0.008918,0,0.04089,210,640,0.9059,0.9127,0.952,0.6228,0.06051,0.01854,0
155/299,17.2G,0.0322,0.009036,0,0.04123,189,640,0.8983,0.9175,0.9533,0.6187,0.0601,0.01885,0
156/299,17.2G,0.03297,0.009012,0,0.04198,192,640,0.9421,0.8844,0.9525,0.6065,0.06093,0.01842,0
157/299,17.2G,0.03308,0.008875,0,0.04196,205,640,0.9512,0.875,0.9544,0.6134,0.05961,0.01827,0
158/299,17.2G,0.03356,0.008664,0,0.04222,184,640,0.9333,0.8915,0.9609,0.6135,0.05916,0.0188,0
159/299,17.2G,0.03292,0.008764,0,0.04169,207,640,0.9473,0.8962,0.9597,0.6123,0.05906,0.01864,0
160/299,17.2G,0.03187,0.008356,0,0.04023,192,640,0.9277,0.908,0.9561,0.619,0.05791,0.01906,0
161/299,17.2G,0.03124,0.008583,0,0.03982,181,640,0.916,0.9005,0.9557,0.61,0.05781,0.01901,0
162/299,17.2G,0.03179,0.008766,0,0.04056,199,640,0.9007,0.9151,0.9543,0.612,0.05916,0.01873,0
163/299,17.2G,0.03254,0.008816,0,0.04135,168,640,0.914,0.9033,0.9541,0.6146,0.06043,0.01792,0
164/299,17.2G,0.03215,0.008902,0,0.04105,226,640,0.9328,0.8843,0.9543,0.6166,0.06083,0.01814,0
165/299,17.2G,0.03179,0.00886,0,0.04065,185,640,0.9127,0.9127,0.9554,0.6166,0.06059,0.01833,0
166/299,17.2G,0.0318,0.009165,0,0.04097,228,640,0.9082,0.9104,0.9519,0.6135,0.05999,0.01813,0
167/299,17.2G,0.03234,0.008371,0,0.04072,170,640,0.9111,0.8986,0.9539,0.6152,0.06087,0.01802,0
168/299,17.2G,0.03229,0.008684,0,0.04097,190,640,0.9287,0.8915,0.9539,0.6237,0.06193,0.01787,0
169/299,17.2G,0.03174,0.008682,0,0.04042,159,640,0.8997,0.9099,0.9541,0.6081,0.06141,0.01839,0
170/299,17.2G,0.03189,0.00878,0,0.04067,229,640,0.9222,0.8962,0.9609,0.6274,0.06066,0.0186,0
171/299,17.2G,0.03204,0.0088,0,0.04084,176,640,0.927,0.8985,0.954,0.6327,0.06073,0.01866,0
172/299,17.2G,0.03019,0.008609,0,0.0388,168,640,0.9127,0.9125,0.9529,0.6279,0.06048,0.01845,0
173/299,17.2G,0.03037,0.008547,0,0.03892,190,640,0.8921,0.9363,0.9524,0.62,0.06017,0.01852,0
174/299,17.2G,0.03093,0.008316,0,0.03925,183,640,0.9284,0.8915,0.9469,0.6126,0.06026,0.01881,0
175/299,17.2G,0.0326,0.008234,0,0.04084,169,640,0.9169,0.9102,0.9526,0.6076,0.0599,0.01858,0
176/299,17.2G,0.0296,0.008575,0,0.03817,198,640,0.9516,0.8844,0.9561,0.6219,0.05916,0.01871,0
177/299,17.2G,0.03127,0.008976,0,0.04024,184,640,0.9102,0.9104,0.9564,0.6258,0.05991,0.01862,0
178/299,17.2G,0.03024,0.008677,0,0.03892,172,640,0.9356,0.8914,0.9569,0.6289,0.0596,0.01814,0
179/299,17.2G,0.03105,0.008517,0,0.03957,172,640,0.8859,0.934,0.9558,0.6236,0.06027,0.0182,0
180/299,17.2G,0.03019,0.008714,0,0.03891,213,640,0.9225,0.8985,0.9566,0.6232,0.0604,0.0181,0
181/299,17.2G,0.03031,0.008306,0,0.03861,226,640,0.9271,0.9009,0.9548,0.6305,0.06048,0.01779,0
182/299,17.2G,0.03007,0.008932,0,0.039,178,640,0.9287,0.8915,0.9559,0.6281,0.06016,0.01795,0
183/299,17.2G,0.03114,0.008458,0,0.0396,175,640,0.9205,0.9033,0.9593,0.6368,0.06016,0.01768,0
184/299,17.2G,0.0312,0.008814,0,0.04002,228,640,0.9509,0.875,0.9573,0.6306,0.06101,0.01792,0
185/299,17.2G,0.03033,0.008543,0,0.03887,190,640,0.9354,0.8892,0.9536,0.6289,0.06067,0.01831,0
186/299,17.2G,0.03054,0.008258,0,0.03879,157,640,0.9072,0.9222,0.9512,0.6316,0.0605,0.01805,0
187/299,17.2G,0.03122,0.008164,0,0.03938,175,640,0.9253,0.9057,0.9551,0.6242,0.06155,0.01815,0
188/299,17.2G,0.02922,0.008352,0,0.03757,220,640,0.9337,0.8962,0.9585,0.6295,0.06085,0.01816,0
189/299,17.2G,0.0308,0.008514,0,0.03931,189,640,0.9425,0.8915,0.9597,0.6289,0.06024,0.01863,0
190/299,17.2G,0.03184,0.00812,0,0.03996,174,640,0.9541,0.882,0.9637,0.6271,0.05994,0.01859,0
191/299,17.2G,0.03072,0.008614,0,0.03933,193,640,0.9426,0.8911,0.9565,0.6216,0.06057,0.01845,0
192/299,17.2G,0.0307,0.008422,0,0.03912,181,640,0.903,0.9222,0.958,0.6191,0.05998,0.01842,0
193/299,17.2G,0.03049,0.008519,0,0.03901,195,640,0.9251,0.9033,0.9569,0.6297,0.05885,0.01848,0
194/299,17.2G,0.02895,0.008534,0,0.03749,189,640,0.9447,0.8868,0.9569,0.6264,0.05922,0.01843,0
195/299,17.2G,0.03,0.008299,0,0.0383,179,640,0.9405,0.8962,0.957,0.6171,0.05895,0.01875,0
196/299,17.2G,0.03039,0.008548,0,0.03893,178,640,0.9196,0.9174,0.9607,0.6267,0.05796,0.01921,0
197/299,17.2G,0.0308,0.008361,0,0.03916,201,640,0.9212,0.9127,0.953,0.6275,0.05788,0.01907,0
198/299,17.2G,0.03002,0.008659,0,0.03867,220,640,0.9426,0.8915,0.9591,0.6244,0.05839,0.01842,0
199/299,17.2G,0.02999,0.008742,0,0.03874,187,640,0.9147,0.9104,0.9561,0.6287,0.0588,0.01868,0
200/299,17.2G,0.03069,0.008136,0,0.03883,187,640,0.9337,0.8961,0.9541,0.6303,0.05837,0.01875,0
201/299,17.2G,0.03033,0.008671,0,0.039,157,640,0.8911,0.9267,0.9552,0.6358,0.05883,0.01873,0
202/299,17.2G,0.02985,0.008404,0,0.03825,204,640,0.9005,0.9174,0.9577,0.6389,0.05871,0.01863,0
203/299,17.2G,0.02892,0.008685,0,0.03761,219,640,0.9061,0.9101,0.9597,0.6316,0.05833,0.01855,0
204/299,17.2G,0.0295,0.008092,0,0.03759,195,640,0.9203,0.8985,0.9573,0.6273,0.05844,0.01846,0
205/299,17.2G,0.02906,0.008634,0,0.03769,166,640,0.9272,0.9009,0.9552,0.628,0.05878,0.01849,0
206/299,17.2G,0.02889,0.008207,0,0.0371,219,640,0.9426,0.8913,0.9545,0.6307,0.05864,0.01827,0
207/299,17.2G,0.0288,0.008359,0,0.03716,167,640,0.9377,0.8892,0.9592,0.6263,0.05869,0.01868,0
208/299,17.2G,0.03059,0.008515,0,0.03911,218,640,0.9091,0.9196,0.952,0.6316,0.05934,0.01831,0
209/299,17.2G,0.02946,0.008318,0,0.03777,185,640,0.9352,0.8844,0.9558,0.6338,0.05902,0.01849,0
210/299,17.2G,0.02974,0.008075,0,0.03782,131,640,0.9263,0.8891,0.9559,0.6331,0.05874,0.01859,0
211/299,17.2G,0.02925,0.008815,0,0.03807,217,640,0.9427,0.8939,0.9524,0.6363,0.05842,0.0186,0
212/299,17.2G,0.02768,0.008459,0,0.03614,193,640,0.8941,0.9361,0.9536,0.6346,0.05873,0.01893,0
213/299,17.2G,0.028,0.00851,0,0.03651,209,640,0.894,0.915,0.9517,0.637,0.05874,0.01886,0
214/299,17.2G,0.03023,0.008735,0,0.03897,197,640,0.9263,0.8891,0.9549,0.6328,0.05829,0.01909,0
215/299,17.2G,0.02911,0.008724,0,0.03784,198,640,0.9209,0.9056,0.9565,0.6385,0.05783,0.01877,0
216/299,17.2G,0.0289,0.008292,0,0.03719,219,640,0.951,0.8702,0.9516,0.6314,0.05837,0.01848,0
217/299,17.2G,0.03054,0.007533,0,0.03808,145,640,0.925,0.9033,0.9573,0.6309,0.05772,0.01856,0
218/299,17.2G,0.02946,0.00818,0,0.03764,219,640,0.9124,0.9104,0.9565,0.6241,0.05815,0.01872,0
219/299,17.2G,0.02965,0.008108,0,0.03776,169,640,0.9258,0.8915,0.9542,0.6321,0.05856,0.01858,0
220/299,17.2G,0.02892,0.008364,0,0.03728,179,640,0.9361,0.8983,0.9556,0.6366,0.05831,0.01856,0
221/299,17.2G,0.02882,0.008098,0,0.03692,202,640,0.9406,0.8962,0.9575,0.6377,0.05869,0.01885,0
222/299,17.2G,0.02911,0.008299,0,0.03741,195,640,0.9353,0.8892,0.9545,0.6352,0.05802,0.01864,0
223/299,17.2G,0.03037,0.00841,0,0.03878,226,640,0.8997,0.9313,0.9526,0.6313,0.05874,0.01822,0
224/299,17.2G,0.02909,0.008627,0,0.03772,217,640,0.9176,0.9222,0.9555,0.6346,0.05864,0.0185,0
